[['368', '766', '217', '494'], 52230541196]
[['368', '722', '354', '684', '217', '494', '145'], 53369641343]
[['368', '722', '217', '692', '883', '177', '145'], 53219741369]
[['368', '829', '722', '354', '217', '692', '145'], 53405341408]
[['529', '722', '354', '883', '937', '177', '145'], 53231541347]
[['529', '829', '692', '883', '937', '177', '145'], 53204141275]
[['368', '722', '684', '419', '883', '937', '145'], 53267341474]
[['368', '354', '692', '120', '937', '177', '438'], 53148841465]
[['368', '829', '684', '494', '120', '937', '177'], 53289741121]
[['368', '529', '354', '692', '883', '177', '438'], 53360041320]
[['368', '829', '419', '937', '177', '145', '438'], 53170441167]
[['529', '354', '684', '494', '883', '937', '177'], 53238941101]
[['529', '829', '354', '684', '120', '883', '145'], 53395541102]
[['766', '722', '684', '494', '692', '883', '177'], 53145741250]
[['529', '766', '722', '217', '419', '692', '438'], 53343041301]
[['368', '722', '217', '494', '692', '937', '145'], 53216841195]
[['766', '354', '692', '120', '937', '177', '438'], 53070341406]
[['529', '829', '766', '419', '692', '120', '438'], 53348241548]
[['722', '354', '494', '692', '883', '177', '438'], 5310603931]
[['529', '722', '217', '494', '177', '145', '438'], 53215941062]
[['829', '722', '684', '494', '692', '177', '145'], 53233541251]
[['829', '354', '684', '217', '494', '883', '177'], 53292141305]
[['368', '529', '829', '766', '494', '937', '177'], 53480041208]
[['829', '766', '354', '217', '419', '937', '438'], 53365541209]
[['529', '354', '217', '494', '937', '145', '438'], 53208941077]
[['829', '722', '354', '937', '177', '145', '438'], 5321293959]
[['368', '529', '684', '217', '883', '937', '145'], 53371541250]
[['766', '217', '494', '419', '120', '883', '177'], 53122941178]
[['529', '829', '722', '217', '692', '120', '177'], 53376841472]
[['829', '217', '494', '692', '883', '937', '145'], 53146141217]
[['529', '829', '766', '684', '120', '883', '937'], 53378641265]
[['368', '529', '766', '722', '684', '177', '145'], 53531541325]
[['529', '829', '494', '419', '692', '937', '177'], 53301241371]
[['722', '354', '684', '494', '692', '937', '177'], 53183741185]
[['529', '354', '684', '494', '419', '883', '937'], 53285441393]
[['529', '766', '722', '419', '692', '177', '145'], 53296841499]
[['766', '354', '684', '217', '494', '692', '177'], 53255741308]
[['368', '529', '829', '692', '120', '937', '438'], 53288541566]
[['368', '829', '722', '217', '692', '120', '177'], 53337341449]
[['529', '829', '766', '684', '217', '419', '692'], 53483041520]
[['368', '529', '829', '766', '217', '177', '438'], 53518141576]
[['829', '722', '354', '684', '494', '692', '883'], 53343341563]
[['368', '766', '494', '692', '883', '177', '438'], 53127341378]
[['722', '684', '494', '692', '120', '937', '177'], 53143441206]
[['722', '354', '684', '217', '419', '883', '145'], 53134041503]
[['829', '766', '722', '354', '494', '145', '438'], 53364941237]
[['354', '684', '217', '692', '120', '937', '145'], 53158341300]
[['368', '766', '684', '217', '692', '177', '145'], 53261441387]
[['829', '766', '494', '120', '937', '177', '438'], 53172541404]
[['529', '766', '354', '494', '937', '177', '438'], 53311541292]
[['829', '766', '354', '217', '494', '883', '937'], 53359041267]
[['368', '529', '722', '684', '217', '494', '419'], 53506341422]
[['829', '766', '354', '494', '419', '120', '883'], 53317941669]
[['217', '692', '120', '883', '937', '177', '145'], 52973141311]
[['368', '217', '494', '692', '883', '937', '145'], 53120341181]
[['368', '766', '722', '494', '419', '177', '438'], 53344941437]
[['368', '529', '829', '766', '684', '494', '145'], 53547141218]
[['354', '684', '217', '494', '419', '692', '177'], 53212541290]
[['368', '829', '684', '217', '883', '937', '177'], 53348241332]
[['368', '766', '354', '684', '494', '177', '145'], 53366441408]
[['529', '354', '684', '217', '419', '883', '937'], 53328841260]
[['529', '829', '354', '494', '120', '883', '177'], 53332541259]
[['529', '829', '217', '120', '177', '145', '438'], 53226041327]
[['368', '529', '829', '494', '692', '883', '438'], 53323541285]
[['368', '529', '829', '354', '684', '419', '883'], 53614541373]
[['766', '722', '684', '217', '419', '883', '937'], 53216141004]
[['529', '829', '217', '692', '120', '177', '438'], 53255141343]
[['368', '829', '419', '120', '883', '177', '438'], 53254841439]
[['829', '722', '684', '419', '692', '145', '438'], 53177641504]
[['368', '529', '354', '217', '494', '692', '145'], 53429241394]
[['529', '829', '722', '217', '419', '883', '145'], 53354741496]
[['529', '684', '217', '419', '692', '177', '145'], 53190541585]
[['722', '684', '494', '419', '692', '120', '937'], 53195841089]
[['829', '217', '120', '883', '937', '145', '438'], 53107141189]
[['368', '529', '766', '419', '692', '177', '438'], 53369241536]
[['529', '722', '217', '419', '692', '883', '145'], 53238641435]
[['829', '766', '722', '684', '419', '692', '937'], 53350841002]
[['217', '494', '419', '692', '883', '177', '438'], 5300513889]
[['829', '722', '217', '494', '419', '883', '438'], 5324793935]
[['722', '217', '692', '120', '883', '177', '438'], 53058941187]
[['529', '829', '766', '722', '217', '883', '145'], 53491141145]
[['368', '829', '354', '494', '419', '120', '438'], 53329541475]
[['829', '722', '217', '494', '883', '177', '438'], 5321103936]
[['368', '829', '722', '494', '419', '120', '145'], 53328241546]
[['829', '766', '494', '692', '883', '937', '177'], 53177141415]
[['829', '766', '217', '494', '419', '145', '438'], 53247541171]
[['766', '354', '494', '120', '937', '177', '438'], 53107341411]
[['529', '722', '494', '419', '692', '937', '177'], 53262341226]
[['529', '829', '722', '354', '494', '692', '177'], 53468241410]
[['368', '722', '419', '883', '937', '177', '438'], 53247041175]
[['529', '722', '354', '684', '494', '937', '145'], 53313541189]
[['829', '766', '722', '692', '120', '883', '937'], 5331853950]
[['529', '722', '217', '494', '692', '937', '145'], 53256441201]
[['722', '354', '684', '494', '120', '883', '145'], 53137241148]
[['529', '354', '684', '120', '883', '937', '177'], 53265041130]
[['368', '829', '354', '684', '419', '120', '937'], 53418941413]
[['529', '829', '766', '722', '419', '937', '177'], 53489141173]
[['529', '829', '354', '217', '177', '145', '438'], 53335541094]
[['529', '722', '217', '494', '120', '883', '177'], 53251641229]
[['684', '217', '494', '692', '883', '145', '438'], 53000841463]
[['829', '684', '217', '494', '692', '177', '145'], 53192141387]
[['529', '766', '684', '217', '692', '120', '883'], 53330641455]
[['368', '529', '829', '722', '354', '494', '438'], 53557141362]
[['829', '766', '354', '684', '419', '145', '438'], 53265441535]
[['829', '766', '722', '217', '937', '145', '438'], 53297841191]
[['368', '529', '829', '766', '419', '937', '145'], 53472241589]
[['829', '722', '120', '937', '177', '145', '438'], 53130741192]
[['829', '354', '494', '692', '120', '177', '145'], 53163241396]
[['368', '766', '217', '692', '120', '883', '177'], 53267441467]
[['722', '354', '217', '494', '937', '177', '438'], 5312993947]
[['368', '529', '829', '722', '354', '419', '120'], 53592941643]
[['368', '529', '829', '722', '217', '692', '120'], 53517241432]
[['529', '766', '217', '494', '419', '120', '937'], 53337641445]
[['829', '722', '354', '684', '883', '937', '438'], 53271041533]
[['722', '684', '217', '692', '937', '177', '438'], 53048841477]
[['766', '722', '684', '494', '419', '883', '937'], 53179141146]
[['368', '829', '217', '692', '120', '883', '145'], 53288141267]
[['829', '766', '722', '354', '684', '494', '937'], 53417241230]
[['829', '722', '354', '494', '419', '177', '438'], 5330943964]
[['529', '354', '217', '692', '883', '937', '145'], 53237441321]
[['529', '494', '419', '692', '120', '883', '145'], 53161741489]
[['354', '217', '494', '419', '883', '937', '438'], 5308943910]
[['829', '354', '217', '494', '692', '120', '883'], 53268641609]
[['368', '829', '766', '722', '684', '120', '145'], 53457541170]
[['829', '766', '217', '120', '177', '145', '438'], 53160541413]
[['368', '766', '354', '217', '692', '883', '177'], 53358341459]
[['529', '829', '722', '354', '217', '120', '177'], 53424241267]
[['368', '354', '684', '217', '419', '883', '177'], 53400041239]
[['829', '766', '684', '419', '692', '883', '177'], 53251541411]
[['368', '766', '684', '217', '494', '419', '937'], 53355241470]
[['368', '829', '766', '722', '217', '419', '883'], 53526041337]
[['829', '354', '217', '494', '883', '177', '438'], 5322943959]
[['529', '722', '217', '494', '419', '937', '438'], 53246241054]
[['368', '829', '766', '217', '883', '937', '438'], 53378241440]
[['529', '766', '419', '692', '883', '145', '438'], 53208941237]
[['529', '829', '722', '354', '684', '217', '692'], 53512841237]
[['529', '722', '354', '494', '419', '692', '883'], 53342841691]
[['766', '684', '494', '883', '937', '177', '145'], 53039041193]
[['529', '354', '684', '692', '120', '177', '145'], 53270641203]
[['368', '529', '722', '692', '120', '937', '145'], 53388541134]
[['368', '529', '354', '692', '120', '937', '177'], 53358241327]
[['368', '829', '766', '217', '419', '937', '438'], 53389341445]
[['829', '766', '722', '684', '217', '692', '883'], 53357141292]
[['368', '829', '722', '354', '494', '120', '883'], 53396741593]
[['368', '766', '354', '217', '494', '177', '438'], 53374841479]
[['368', '829', '684', '217', '494', '692', '883'], 53331941627]
[['368', '529', '766', '722', '692', '937', '145'], 53441041155]
[['368', '529', '722', '354', '217', '145', '438'], 53457841367]
[['368', '829', '722', '354', '692', '883', '937'], 53410041400]
[['529', '766', '722', '684', '217', '419', '883'], 53381341408]
[['529', '829', '120', '883', '937', '145', '438'], 53199841304]
[['368', '829', '722', '120', '883', '937', '177'], 53347941238]
[['766', '722', '419', '692', '937', '145', '438'], 53098841123]
[['766', '722', '354', '217', '419', '937', '438'], 53221741172]
[['722', '684', '494', '883', '177', '145', '438'], 52981941440]
[['766', '722', '354', '684', '217', '120', '937'], 5325393997]
[['368', '766', '722', '217', '419', '883', '937'], 53393241454]
[['354', '692', '120', '883', '937', '177', '145'], 53013441314]
[['368', '354', '692', '120', '937', '177', '145'], 53163641365]
[['368', '529', '217', '120', '883', '937', '177'], 53345041285]
[['529', '766', '722', '684', '692', '883', '177'], 53324341329]
[['766', '722', '217', '494', '883', '937', '145'], 53143941171]
[['354', '684', '494', '419', '120', '883', '937'], 53137741086]
[['368', '766', '722', '494', '419', '937', '177'], 53362841017]
[['829', '684', '217', '419', '883', '177', '145'], 53158641592]
[['529', '829', '766', '684', '217', '494', '419'], 53528341283]
[['368', '829', '354', '120', '883', '937', '177'], 53331741248]
[['529', '766', '354', '494', '937', '177', '145'], 53306841387]
[['368', '529', '354', '494', '692', '937', '177'], 53346441294]
[['368', '829', '766', '354', '684', '419', '883'], 53550841322]
[['368', '529', '354', '684', '217', '494', '120'], 53549741363]
[['529', '766', '354', '419', '120', '177', '438'], 53300841534]
[['766', '722', '217', '692', '937', '177', '145'], 53118941337]
[['829', '722', '684', '419', '692', '937', '145'], 53233441485]
[['368', '766', '684', '494', '883', '937', '145'], 53229841082]
[['766', '722', '354', '494', '419', '883', '937'], 53229641151]
[['766', '354', '217', '692', '120', '145', '438'], 53116541447]
[['368', '766', '722', '684', '692', '883', '937'], 53321241386]
[['529', '829', '354', '494', '692', '883', '438'], 53379541092]
[['529', '766', '722', '354', '419', '145', '438'], 53339341288]
[['529', '354', '692', '883', '177', '145', '438'], 53177041038]
[['529', '766', '217', '692', '120', '177', '438'], 53212641538]
[['368', '829', '722', '419', '692', '937', '438'], 53301741192]
[['368', '419', '692', '120', '883', '937', '438'], 53147641421]
[['529', '494', '419', '692', '937', '145', '438'], 53123141022]
[['529', '217', '494', '120', '883', '937', '438'], 53114341303]
[['829', '722', '354', '419', '692', '120', '438'], 53254841242]
[['529', '684', '494', '419', '692', '120', '883'], 53283841711]
[['722', '684', '217', '419', '692', '937', '145'], 53090541546]
[['368', '829', '766', '883', '177', '145', '438'], 53311441410]
[['368', '354', '419', '692', '883', '937', '177'], 53243041318]
[['368', '829', '722', '217', '494', '937', '438'], 53341141213]
[['529', '217', '494', '692', '120', '883', '145'], 53199441207]
[['529', '829', '766', '354', '419', '883', '937'], 53500341304]
[['368', '722', '217', '120', '883', '145', '438'], 53263641486]
[['368', '722', '354', '217', '494', '692', '438'], 53313641233]
[['529', '829', '766', '354', '217', '937', '438'], 53474141344]
[['529', '766', '354', '217', '419', '692', '438'], 53368141314]
[['368', '829', '722', '354', '684', '217', '120'], 53495841638]
[['529', '766', '354', '684', '217', '494', '692'], 53462541345]
[['766', '722', '684', '419', '120', '177', '145'], 53148641443]
[['529', '354', '217', '494', '120', '883', '438'], 53224941342]
[['529', '829', '766', '722', '692', '883', '177'], 53438741482]
[['529', '766', '354', '684', '494', '419', '692'], 53451341365]
[['529', '766', '217', '419', '692', '883', '937'], 53295841252]
[['368', '529', '829', '354', '494', '937', '177'], 53464341218]
[['722', '354', '684', '217', '494', '883', '177'], 53164841136]
[['766', '354', '217', '494', '120', '883', '937'], 53177141178]
[['766', '684', '217', '419', '937', '177', '438'], 53102941482]
[['829', '766', '722', '217', '494', '419', '937'], 53384841250]
[['529', '829', '354', '217', '494', '177', '438'], 53417241121]
[['368', '529', '766', '354', '883', '937', '177'], 53490941197]
[['829', '354', '684', '494', '692', '883', '177'], 53254541416]
[['354', '684', '217', '419', '692', '883', '937'], 5321873975]
[['368', '829', '766', '722', '354', '419', '177'], 53556641194]
[['529', '766', '354', '217', '177', '145', '438'], 53297841292]
[['829', '766', '722', '684', '419', '177', '145'], 53291841490]
[['529', '829', '684', '494', '692', '120', '145'], 53372041161]
[['766', '722', '217', '120', '883', '937', '145'], 53175141187]
[['829', '722', '684', '494', '419', '145', '438'], 53178641499]
[['368', '529', '829', '120', '937', '177', '145'], 53339741321]
[['529', '722', '354', '494', '692', '883', '145'], 53299041207]
[['368', '766', '722', '684', '120', '937', '145'], 53357441106]
[['368', '766', '354', '684', '217', '883', '937'], 53434641466]
[['368', '529', '722', '684', '883', '937', '177'], 53421441161]
[['368', '684', '217', '494', '419', '692', '883'], 53260041586]
[['829', '766', '354', '684', '883', '145', '438'], 53282541526]
[['529', '829', '722', '494', '692', '937', '145'], 53380541148]
[['529', '829', '722', '684', '120', '937', '177'], 53384541138]
[['368', '722', '684', '494', '692', '120', '937'], 53281741362]
[['829', '722', '354', '684', '217', '692', '438'], 53295541575]
[['529', '766', '354', '684', '692', '937', '145'], 53334541227]
[['368', '829', '692', '883', '937', '145', '438'], 53195441173]
[['529', '354', '120', '937', '177', '145', '438'], 53119541304]
[['766', '722', '684', '217', '692', '937', '177'], 53178841270]
[['529', '829', '722', '217', '419', '883', '937'], 53386241303]
[['829', '766', '684', '494', '120', '177', '145'], 53229741283]
[['368', '766', '722', '354', '217', '120', '883'], 53464441355]
[['529', '766', '684', '217', '494', '419', '937'], 53353941482]
[['368', '529', '829', '722', '494', '937', '177'], 53454841201]
[['766', '684', '494', '419', '692', '120', '177'], 53159441208]
[['368', '529', '829', '722', '217', '120', '145'], 53522941330]
[['829', '766', '354', '494', '692', '937', '145'], 53316241263]
[['529', '766', '354', '684', '419', '120', '177'], 53394941062]
[['368', '529', '829', '766', '722', '354', '419'], 53711741487]
[['529', '829', '354', '217', '692', '937', '438'], 53396641121]
[['529', '766', '722', '419', '883', '145', '438'], 53289141256]
[['722', '354', '217', '494', '883', '937', '145'], 53086141261]
[['368', '529', '766', '722', '217', '494', '145'], 53543841311]
[['368', '529', '722', '217', '419', '692', '438'], 53413541330]
[['368', '829', '722', '684', '494', '120', '145'], 53389641139]
[['529', '829', '722', '217', '494', '177', '438'], 53398641104]
[['829', '766', '692', '120', '883', '177', '438'], 53115841389]
[['766', '684', '419', '692', '883', '145', '438'], 53037841464]
[['368', '829', '766', '217', '494', '419', '937'], 53430641495]
[['529', '829', '766', '354', '692', '120', '937'], 53438041258]
[['368', '829', '217', '494', '692', '145', '438'], 53242541204]
[['529', '354', '494', '120', '937', '177', '145'], 53190941357]
[['829', '766', '354', '494', '419', '120', '177'], 53342541150]
[['368', '829', '354', '217', '494', '692', '145'], 53362141404]
[['368', '766', '722', '354', '684', '217', '937'], 53449341478]
[['529', '692', '883', '937', '177', '145', '438'], 53056641001]
[['529', '766', '722', '354', '684', '177', '145'], 53396041221]
[['829', '722', '354', '217', '419', '692', '177'], 53284141417]
[['368', '529', '766', '722', '354', '177', '145'], 53580141466]
[['529', '829', '722', '354', '692', '120', '883'], 53447141325]
[['368', '529', '829', '419', '883', '937', '177'], 53396141271]
[['829', '766', '722', '494', '419', '177', '438'], 53345141189]
[['829', '766', '722', '494', '883', '937', '177'], 53297541202]
[['529', '829', '354', '684', '217', '120', '883'], 53445241387]
[['766', '684', '217', '494', '120', '937', '145'], 53153741175]
[['217', '419', '692', '120', '883', '145', '438'], 52992041157]
[['529', '829', '494', '120', '883', '145', '438'], 53211141304]
[['722', '354', '217', '692', '120', '145', '438'], 53107141239]
[['829', '722', '354', '494', '883', '937', '145'], 53247141219]
[['354', '494', '120', '883', '177', '145', '438'], 52952241147]
[['829', '722', '684', '217', '120', '883', '177'], 53256741277]
[['368', '766', '217', '494', '120', '883', '145'], 53281941236]
[['368', '529', '722', '217', '937', '145', '438'], 53349041336]
[['354', '684', '217', '692', '883', '177', '438'], 53086441506]
[['829', '766', '354', '684', '217', '419', '883'], 53419941324]
[['829', '354', '494', '419', '937', '177', '438'], 5324033942]
[['829', '766', '722', '120', '177', '145', '438'], 53223841428]
[['766', '722', '354', '494', '120', '883', '438'], 53152441433]
[['368', '829', '766', '419', '120', '883', '177'], 53394041263]
[['529', '722', '684', '217', '419', '937', '145'], 53218041574]
[['529', '684', '692', '120', '883', '937', '177'], 53196741344]
[['722', '354', '684', '217', '120', '177', '145'], 53136741265]
[['368', '829', '766', '684', '494', '937', '177'], 53374041142]
[['354', '419', '692', '120', '883', '937', '177'], 53090841305]
[['529', '766', '354', '217', '120', '937', '177'], 53342641172]
[['368', '529', '829', '684', '419', '937', '145'], 53410541547]
[['368', '829', '766', '354', '494', '120', '937'], 53418441439]
[['368', '829', '354', '217', '692', '883', '177'], 53370441569]
[['829', '766', '722', '217', '419', '120', '438'], 53291541447]
[['529', '829', '722', '419', '120', '177', '145'], 53333241540]
[['368', '529', '766', '354', '217', '494', '145'], 53557641434]
[['529', '829', '217', '494', '692', '145', '438'], 53332541096]
[['766', '217', '494', '419', '692', '120', '937'], 53181741143]
[['368', '529', '722', '217', '494', '692', '120'], 53470141121]
[['368', '722', '354', '692', '883', '937', '145'], 53289241213]
[['529', '829', '766', '354', '684', '217', '883'], 53541241496]
[['529', '722', '354', '217', '419', '120', '438'], 53286641339]
[['368', '529', '829', '692', '883', '937', '438'], 53318841291]
[['829', '684', '217', '692', '883', '177', '438'], 53139741491]
[['766', '419', '692', '883', '937', '145', '438'], 53030441094]
[['529', '354', '684', '217', '120', '883', '177'], 53308641243]
[['529', '829', '354', '419', '177', '145', '438'], 53310641052]
[['529', '722', '354', '120', '883', '937', '145'], 53265441202]
[['829', '766', '354', '217', '120', '883', '438'], 53282441464]
[['529', '766', '722', '354', '494', '145', '438'], 53384041331]
[['722', '354', '494', '419', '692', '120', '177'], 53174441217]
[['368', '722', '354', '419', '692', '177', '438'], 53282541213]
[['368', '722', '217', '494', '419', '883', '438'], 53251741180]
[['368', '766', '684', '692', '120', '883', '937'], 53257941351]
[['368', '529', '829', '354', '217', '494', '120'], 53554141667]
[['368', '829', '684', '217', '419', '937', '177'], 53364341240]
[['529', '722', '354', '217', '937', '145', '438'], 53232641076]
[['684', '217', '494', '883', '177', '145', '438'], 52932241431]
[['722', '354', '217', '419', '120', '145', '438'], 53042841184]
[['529', '684', '494', '883', '177', '145', '438'], 53069841560]
[['529', '766', '354', '120', '937', '145', '438'], 53226141538]
[['368', '529', '684', '120', '937', '177', '145'], 53348541281]
[['368', '217', '692', '120', '937', '177', '145'], 53129541366]
[['368', '766', '494', '883', '937', '145', '438'], 53158041381]
[['529', '766', '722', '684', '494', '692', '177'], 53378741253]
[['829', '217', '692', '883', '177', '145', '438'], 5310493920]
[['529', '692', '120', '883', '937', '177', '145'], 53100541221]
[['529', '766', '722', '354', '217', '692', '438'], 53390841339]
[['368', '529', '494', '692', '120', '883', '937'], 53259241581]
[['354', '684', '692', '120', '883', '937', '177'], 53126541302]
[['722', '354', '494', '419', '883', '937', '177'], 53113141034]
[['829', '766', '722', '684', '494', '692', '145'], 53342841120]
[['368', '766', '722', '354', '883', '177', '145'], 53411841410]
[['368', '529', '766', '217', '692', '177', '438'], 53374041555]
[['829', '766', '684', '494', '177', '145', '438'], 53186841498]
[['529', '829', '766', '494', '692', '883', '438'], 53350541287]
[['529', '829', '766', '722', '684', '692', '145'], 5348833998]
[['529', '829', '354', '217', '419', '883', '177'], 53402341361]
[['368', '722', '217', '494', '883', '937', '438'], 53209241180]
[['368', '766', '722', '217', '883', '937', '145'], 53362241249]
[['368', '766', '684', '120', '883', '177', '145'], 53289241271]
[['722', '684', '419', '692', '937', '177', '438'], 53052341466]
[['368', '529', '829', '766', '494', '177', '438'], 53479141558]
[['368', '829', '766', '419', '883', '145', '438'], 53336441411]
[['354', '217', '494', '419', '120', '937', '177'], 53122141102]
[['368', '529', '684', '217', '494', '419', '120'], 53498041135]
[['368', '766', '354', '684', '494', '937', '145'], 53350141229]
[['368', '766', '692', '120', '883', '937', '177'], 53198341356]
[['368', '529', '354', '419', '692', '883', '438'], 53420141317]
[['722', '684', '494', '692', '937', '177', '438'], 53045841468]
[['529', '766', '722', '494', '419', '177', '438'], 53375441297]
[['368', '684', '419', '120', '883', '937', '177'], 53269341127]
[['368', '494', '419', '692', '883', '937', '177'], 53097441271]
[['368', '529', '766', '217', '120', '937', '177'], 53453741216]
[['368', '529', '722', '217', '692', '937', '177'], 53360041376]
[['529', '722', '494', '120', '937', '177', '438'], 53214641315]
[['684', '494', '692', '883', '177', '145', '438'], 52908941425]
[['829', '766', '354', '684', '494', '419', '692'], 53412041465]
[['368', '722', '354', '684', '217', '494', '120'], 53413341320]
[['722', '354', '684', '419', '120', '937', '177'], 5318463970]
[['368', '722', '217', '692', '883', '937', '145'], 53242741208]
[['368', '529', '354', '883', '177', '145', '438'], 53363841324]
[['529', '829', '692', '883', '937', '145', '438'], 53246841048]
[['368', '684', '692', '120', '883', '937', '177'], 53195841335]
[['217', '494', '419', '883', '937', '177', '438'], 5297963866]
[['368', '529', '722', '354', '419', '177', '438'], 53493241343]
[['529', '722', '684', '419', '692', '883', '177'], 53294741303]
[['684', '217', '419', '120', '883', '937', '145'], 53052341551]
[['368', '722', '354', '217', '692', '120', '883'], 53370041199]
[['368', '529', '354', '692', '883', '937', '438'], 53342741311]
[['529', '829', '354', '684', '120', '883', '177'], 53387941248]
[['766', '722', '684', '494', '692', '937', '177'], 53176641175]
[['766', '354', '684', '419', '937', '145', '438'], 53089441485]
[['529', '766', '722', '217', '419', '120', '145'], 53341541471]
[['368', '722', '217', '494', '692', '937', '438'], 53212541190]
[['529', '829', '766', '419', '692', '883', '438'], 53385641285]
[['368', '217', '120', '883', '177', '145', '438'], 53148941458]
[['722', '354', '494', '692', '883', '177', '145'], 53073241307]
[['368', '529', '722', '684', '494', '692', '145'], 53435541134]
[['829', '722', '684', '494', '692', '937', '438'], 53222141510]
[['829', '494', '120', '883', '937', '177', '438'], 53049441144]
[['829', '354', '684', '217', '494', '120', '883'], 53298241656]
[['529', '722', '684', '217', '494', '692', '177'], 53328841340]
[['529', '766', '684', '217', '692', '120', '177'], 53310341385]
[['829', '766', '354', '217', '419', '883', '438'], 53369541199]
[['829', '722', '217', '120', '937', '145', '438'], 53174141218]
[['829', '722', '419', '937', '177', '145', '438'], 5313813907]
[['368', '529', '684', '217', '883', '937', '177'], 53378341252]
[['829', '354', '684', '217', '883', '937', '438'], 53263541536]
[['829', '722', '354', '217', '883', '177', '145'], 53250241335]
[['766', '217', '494', '419', '120', '937', '177'], 53159141101]
[['368', '529', '829', '684', '883', '937', '177'], 53416641272]
[['829', '217', '494', '692', '883', '177', '145'], 53093541375]
[['529', '829', '722', '217', '692', '883', '177'], 53364741557]
[['529', '829', '766', '684', '120', '937', '145'], 53372641158]
[['368', '529', '766', '722', '684', '419', '177'], 53580241083]
[['722', '354', '684', '494', '692', '145', '438'], 53121141523]
[['368', '829', '354', '684', '419', '883', '937'], 53454641432]
[['529', '354', '684', '494', '419', '883', '177'], 53308641109]
[['766', '684', '419', '692', '937', '145', '438'], 53018141460]
[['766', '354', '684', '217', '494', '419', '120'], 53288141439]
[['368', '529', '684', '217', '419', '692', '883'], 53452941337]
[['368', '529', '829', '692', '120', '937', '145'], 53333341166]
[['368', '829', '722', '217', '692', '120', '937'], 53346541409]
[['368', '529', '829', '766', '217', '419', '438'], 53554241576]
[['766', '419', '692', '120', '883', '177', '438'], 53023441356]
[['529', '766', '722', '419', '692', '937', '145'], 53301841501]
[['829', '722', '354', '684', '494', '692', '177'], 53338941334]
[['354', '217', '494', '419', '692', '937', '438'], 5314943946]
[['368', '766', '494', '692', '883', '937', '177'], 53146741298]
[['354', '684', '217', '692', '120', '883', '177'], 53156941408]
[['829', '766', '722', '354', '494', '177', '438'], 53386141236]
[['354', '217', '692', '937', '177', '145', '438'], 5301023925]
[['829', '766', '354', '217', '494', '937', '177'], 53376041258]
[['354', '494', '120', '883', '937', '177', '438'], 52988841150]
[['368', '529', '722', '684', '217', '419', '177'], 53505141172]
[['368', '766', '684', '217', '692', '937', '145'], 53273041221]
[['529', '722', '494', '419', '692', '120', '937'], 53322141353]
[['368', '722', '354', '120', '937', '145', '438'], 53237241484]
[['368', '217', '494', '692', '883', '177', '438'], 53111541169]
[['368', '529', '829', '766', '684', '120', '145'], 53536341219]
[['829', '354', '419', '120', '883', '177', '438'], 53176741183]
[['829', '766', '684', '217', '692', '937', '438'], 53246341530]
[['529', '829', '354', '494', '120', '883', '937'], 53322041416]
[['368', '529', '829', '494', '692', '120', '438'], 53335641570]
[['829', '354', '684', '692', '937', '177', '145'], 53210341381]
[['529', '829', '217', '692', '120', '937', '438'], 53280941350]
[['766', '722', '684', '217', '419', '177', '438'], 53141341508]
[['829', '354', '684', '217', '419', '692', '937'], 53359141042]
[['529', '829', '684', '494', '419', '937', '177'], 53356441146]
[['368', '529', '354', '217', '494', '145', '438'], 53411641353]
[['529', '684', '217', '419', '692', '937', '177'], 53236241318]
[['368', '529', '217', '494', '177', '145', '438'], 53300841321]
[['529', '722', '217', '419', '692', '177', '145'], 53189441593]
[['368', '529', '766', '419', '692', '120', '883'], 53445541463]
[['529', '829', '766', '722', '354', '217', '937'], 53551941376]
[['529', '722', '354', '419', '692', '120', '177'], 53327741268]
[['829', '722', '217', '494', '419', '692', '883'], 53272741559]
[['529', '829', '766', '722', '217', '120', '883'], 53483741507]
[['722', '217', '692', '120', '883', '177', '145'], 53068041144]
[['368', '829', '354', '494', '419', '883', '177'], 53361841260]
[['529', '766', '684', '494', '120', '937', '177'], 53294241050]
[['368', '829', '722', '494', '419', '883', '145'], 53307241534]
[['829', '722', '217', '494', '883', '145', '438'], 5320723943]
[['829', '766', '217', '494', '692', '177', '438'], 53248141192]
[['829', '766', '217', '494', '419', '120', '438'], 53271941439]
[['529', '829', '494', '419', '692', '937', '438'], 53320041065]
[['529', '829', '722', '354', '494', '692', '438'], 53483941135]
[['368', '529', '766', '354', '684', '937', '145'], 53503841287]
[['766', '354', '494', '120', '937', '177', '145'], 53118141351]
[['829', '766', '722', '692', '120', '883', '177'], 53266341420]
[['529', '722', '217', '494', '692', '145', '438'], 53270941085]
[['722', '354', '684', '494', '120', '177', '145'], 53147741323]
[['368', '354', '217', '494', '120', '145', '438'], 53234741497]
[['529', '829', '722', '120', '883', '145', '438'], 53332441337]
[['529', '829', '354', '684', '937', '177', '145'], 53353241410]
[['368', '529', '494', '120', '883', '177', '145'], 53283441284]
[['529', '829', '766', '722', '419', '937', '438'], 53463741309]
[['766', '692', '883', '937', '177', '145', '438'], 52986141082]
[['368', '529', '684', '120', '883', '177', '145'], 53389241292]
[['829', '684', '217', '494', '692', '120', '937'], 53267941199]
[['368', '529', '829', '722', '354', '494', '177'], 53581041241]
[['368', '829', '494', '419', '883', '937', '145'], 53197041503]
[['684', '217', '494', '692', '883', '937', '438'], 53013941468]
[['829', '766', '354', '684', '419', '120', '145'], 53290741481]
